ORF,Sample,coverage,subtype,type,contigs,Domain,Phylum,Class,Order,Family,Genus,Species,Sample_type,mechanism
k141_740311_1,AT3,1.82329181771201,MuxB,multidrug,k141_740311,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Unclassified,Unclassified,Unclassified,AT,Antibiotic efflux
k141_740311_2,AT3,1.11792554691771,MuxB,multidrug,k141_740311,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Unclassified,Unclassified,Unclassified,AT,Antibiotic efflux
k141_291368_1,AT3,0.501139038273455,ugd,polymyxin,k141_291368,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Unclassified,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_606773_1,AT3,0.382992613875933,tet(36),tetracycline,k141_606773,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Unclassified,Unclassified,Unclassified,AT,Antibiotic target protection
k141_674417_1,AT4,0.874957656255783,MuxB,multidrug,k141_674417,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Unclassified,Unclassified,Unclassified,AT,Antibiotic efflux
k141_348823_1,AT5,0.199823607786057,sdeY,multidrug,k141_348823,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Unclassified,Unclassified,Unclassified,AT,Antibiotic efflux
k141_443930_1,ARP1,0.528458679270848,lnu(H),macrolide-lincosamide-streptogramin,k141_443930,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,ARP,Antibiotic inactivation
k141_215174_1,ARP1,0.0983925828255666,amrB,multidrug,k141_215174,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified,ARP,Antibiotic efflux
k141_84838_1,ARP1,2.69140411149013,sul2,sulfonamide,k141_84838,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unclassified,Unclassified,ARP,Antibiotic target replacement
k141_325099_1,ARP1,0.980261150045444,erm(F),macrolide-lincosamide-streptogramin,k141_325099,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,ARP,Antibiotic target alteration
k141_529693_2,ARP2,0.467900184583029,bacA,bacitracin,k141_529693,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified,ARP,Antibiotic target alteration
k141_450874_1,ARP2,0.224836857437276,mph(G),macrolide-lincosamide-streptogramin,k141_450874,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,ARP,Antibiotic inactivation
k141_450874_2,ARP2,0.772839799381778,erm(F),macrolide-lincosamide-streptogramin,k141_450874,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,ARP,Antibiotic target alteration
k141_31422_1,ARP2,0.340043139491786,tet(43),tetracycline,k141_31422,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Unclassified,Unclassified,ARP,Antibiotic efflux
k141_696819_1,ARP3,0.727673040514244,AAC(2')-Ic,aminoglycoside,k141_696819,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Unclassified,Unclassified,ARP,Antibiotic inactivation
k141_158268_1,ARP4,0.648961098935919,dfrG,trimethoprim,k141_158268,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Unclassified,Unclassified,ARP,Antibiotic target replacement
k141_655631_1,ARP4,0.516816596604882,QnrD1,quinolone,k141_655631,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Unclassified,Unclassified,ARP,Antibiotic target protection
k141_263294_1,ARP4,0.83436583660884,erm(B),macrolide-lincosamide-streptogramin,k141_263294,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Unclassified,Unclassified,ARP,Antibiotic target alteration
k141_422269_1,ARP5,0.408036626240283,lnu(H),macrolide-lincosamide-streptogramin,k141_422269,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,ARP,Antibiotic inactivation
k141_75405_6,AT1,2.12723134214032,oqxB,multidrug,k141_75405,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_857632_1,AT1,0.333352207895191,oqxB,multidrug,k141_857632,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_419533_1,AT1,0.641717033548346,aadA6,aminoglycoside,k141_419533,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_504190_1,AT1,0.868985133715717,tet(G),tetracycline,k141_504190,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_837328_1,AT1,0.22675488050643,ANT(2'')-Ia,aminoglycoside,k141_837328,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_848927_1,AT2,2.41564220446376,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_848927,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_661683_3,AT2,2.5925986688023,erm(F),macrolide-lincosamide-streptogramin,k141_661683,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_722781_1,AT2,1.19667508257346,lnu(H),macrolide-lincosamide-streptogramin,k141_722781,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_124360_1,AT3,1.29112624714111,lnu(H),macrolide-lincosamide-streptogramin,k141_124360,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_926220_1,AT3,0.337676530030481,mexK,multidrug,k141_926220,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_392065_3,AT3,0.694022221758899,bacA,bacitracin,k141_392065,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_220459_1,AT3,1.29527399557722,aadS,aminoglycoside,k141_220459,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_835190_2,AT3,0.847514676307621,aadA,aminoglycoside,k141_835190,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_228027_3,AT3,0.339617298449862,smeE,multidrug,k141_228027,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_49085_1,AT3,0.401292514325935,MuxB,multidrug,k141_49085,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_907247_1,AT3,0.524462609189553,oqxB,multidrug,k141_907247,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_969179_1,AT3,3.30032822198221,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_969179,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_447297_1,AT4,2.17656247212824,tetX2,tetracycline,k141_447297,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_151369_1,AT4,0.203550059905943,mef(B),macrolide-lincosamide-streptogramin,k141_151369,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_671503_1,AT4,3.03397454796336,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_671503,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_989024_1,AT4,1.42637612198688,lnu(H),macrolide-lincosamide-streptogramin,k141_989024,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_803177_1,AT5,2.26625388821307,oqxB,multidrug,k141_803177,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified,Unclassified,AT,Antibiotic efflux
k141_879473_1,AT5,1.07507167754575,lnu(H),macrolide-lincosamide-streptogramin,k141_879473,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_41641_4,AT5,1.16914577487853,bacA,bacitracin,k141_41641,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_796301_1,AT5,3.36489394628158,lnu(H),macrolide-lincosamide-streptogramin,k141_796301,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_908257_1,AT5,2.58963019850883,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_908257,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_199153_1,ARP1,0.743607507162218,tap,multidrug,k141_199153,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,ARP,Antibiotic efflux
k141_102394_2,ARP1,0.376636296275908,emrA,multidrug,k141_102394,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Unclassified,ARP,Antibiotic efflux
k141_337714_2,ARP1,0.595933056646981,mel,macrolide-lincosamide-streptogramin,k141_337714,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unclassified,ARP,Antibiotic target protection
k141_504917_3,ARP1,0.788892459331398,lsa(E),macrolide-lincosamide-streptogramin,k141_504917,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unclassified,ARP,Antibiotic target protection
k141_310862_2,ARP1,0.725656624610495,mefF,multidrug,k141_310862,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Unclassified,ARP,Antibiotic efflux
k141_113397_2,ARP1,1.14392326264264,VEB-3,beta_lactam,k141_113397,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Unclassified,ARP,Antibiotic inactivation
k141_446735_1,ARP1,0.897362907235077,tet(43),tetracycline,k141_446735,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Unclassified,ARP,Antibiotic efflux
k141_480870_1,ARP1,0.897362907235077,aadS,aminoglycoside,k141_480870,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Unclassified,ARP,Antibiotic inactivation
k141_428213_1,ARP1,0.372256804458746,cmlB1,chloramphenicol,k141_428213,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Unclassified,ARP,Antibiotic efflux
k141_243241_2,ARP2,1.17029866118916,APH(6)-Id,aminoglycoside,k141_243241,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Unclassified,ARP,Antibiotic inactivation
k141_243241_3,ARP2,1.45540937629478,APH(3'')-Ib,aminoglycoside,k141_243241,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Unclassified,ARP,Antibiotic inactivation
k141_299480_1,ARP2,0.696794657127642,OXA-10,beta_lactam,k141_299480,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Unclassified,ARP,Antibiotic inactivation
k141_299480_2,ARP2,0.175283350075616,catB3,chloramphenicol,k141_299480,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Unclassified,ARP,Antibiotic inactivation
k141_29486_1,ARP2,0.0536017515334146,rosA,polymyxin,k141_29486,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Unclassified,ARP,Antibiotic efflux
k141_520449_1,ARP2,0.437313450840885,tap,multidrug,k141_520449,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,ARP,Antibiotic efflux
k141_364603_3,ARP3,3.52385795159853,RbpA,rifamycin,k141_364603,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Unclassified,ARP,Antibiotic target protection
k141_527496_2,ARP3,0.468161171757907,tet(M),tetracycline,k141_527496,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Unclassified,ARP,Antibiotic target protection
k141_328755_2,ARP3,2.01304627470731,lsa(E),macrolide-lincosamide-streptogramin,k141_328755,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unclassified,ARP,Antibiotic target protection
k141_548846_1,ARP3,0.183791106542012,erm(46),macrolide-lincosamide-streptogramin,k141_548846,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Unclassified,ARP,Antibiotic target alteration
k141_37864_1,ARP3,0.392706321641453,catB3,chloramphenicol,k141_37864,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Unclassified,ARP,Antibiotic inactivation
k141_252288_1,ARP3,0.435362289892971,tet(V),tetracycline,k141_252288,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,ARP,Antibiotic efflux
k141_405944_1,ARP3,2.29425290289681,sul2,sulfonamide,k141_405944,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Unclassified,ARP,Antibiotic target replacement
k141_150371_2,ARP3,0.458469134259658,tet(43),tetracycline,k141_150371,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Unclassified,ARP,Antibiotic efflux
k141_266481_2,ARP4,0.65680500855414,tet(V),tetracycline,k141_266481,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,ARP,Antibiotic efflux
k141_400914_1,ARP4,1.96595441417692,msr(G),pleuromutilin_tiamulin,k141_400914,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Unclassified,ARP,Antibiotic target protection
k141_400914_2,ARP4,2.04778571190799,mefF,multidrug,k141_400914,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Unclassified,ARP,Antibiotic efflux
k141_1487_20,ARP4,3.70063369073417,tet(V),tetracycline,k141_1487,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,ARP,Antibiotic efflux
k141_624791_1,ARP4,0.317451302426432,tcmA,tetracenomycin_C,k141_624791,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Unclassified,ARP,Antibiotic efflux
k141_136616_4,ARP4,0.504752467736903,sdeY,multidrug,k141_136616,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unclassified,ARP,Antibiotic efflux
k141_51939_1,ARP4,0.611335262333644,AAC(2')-Ic,aminoglycoside,k141_51939,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Unclassified,ARP,Antibiotic inactivation
k141_369906_1,ARP4,0.828142348727867,tet(L),tetracycline,k141_369906,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Unclassified,ARP,Antibiotic efflux
k141_330765_4,ARP4,0.993736985492114,arr-1,rifamycin,k141_330765,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Unclassified,ARP,Antibiotic inactivation
k141_169760_3,ARP4,0.54733750712845,RbpA,rifamycin,k141_169760,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Unclassified,ARP,Antibiotic target protection
k141_572666_5,ARP5,1.30969549564232,lsa(E),macrolide-lincosamide-streptogramin,k141_572666,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unclassified,ARP,Antibiotic target protection
k141_423710_1,ARP5,3.57935277207942,aadA22,aminoglycoside,k141_423710,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified,ARP,Antibiotic inactivation
k141_161247_2,ARP5,0.474463627997681,MuxC,multidrug,k141_161247,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Unclassified,ARP,Antibiotic efflux
k141_161247_4,ARP5,0.711203390131652,MuxC,multidrug,k141_161247,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Unclassified,ARP,Antibiotic efflux
k141_161902_5,ARP5,5.80350048561038,tet(V),tetracycline,k141_161902,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,ARP,Antibiotic efflux
k141_319561_2,ARP5,1.41942306150824,tet(39),tetracycline,k141_319561,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Unclassified,ARP,Antibiotic efflux
k141_472644_1,ARP5,1.15399772257124,QnrS2,quinolone,k141_472644,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Unclassified,ARP,Antibiotic target protection
k141_449860_1,ARP5,1.51938287439708,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_449860,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter,Unclassified,ARP,Antibiotic target alteration
k141_714002_3,AT1,1.37642305441333,tet(43),tetracycline,k141_714002,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Unclassified,AT,Antibiotic efflux
k141_199910_1,AT1,2.39124276240814,oqxB,multidrug,k141_199910,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unclassified,AT,Antibiotic efflux
k141_852836_6,AT1,0.751040840385853,tap,multidrug,k141_852836,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,AT,Antibiotic efflux
k141_798562_1,AT1,0.196354634652914,ugd,polymyxin,k141_798562,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Unclassified,AT,Antibiotic target alteration
k141_289456_2,AT1,0.411866796961869,MuxC,multidrug,k141_289456,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified,AT,Antibiotic efflux
k141_937122_1,AT1,0.531086120386882,bacA,bacitracin,k141_937122,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified,AT,Antibiotic target alteration
k141_295255_1,AT1,0.835505569896559,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_295255,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Unclassified,AT,Antibiotic target alteration
k141_559799_2,AT2,0.377090682646812,oqxB,multidrug,k141_559799,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unclassified,AT,Antibiotic efflux
k141_559813_1,AT2,0.348794430314491,oqxB,multidrug,k141_559813,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unclassified,AT,Antibiotic efflux
k141_456397_1,AT2,0.23964641514003,mel,macrolide-lincosamide-streptogramin,k141_456397,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unclassified,AT,Antibiotic target protection
k141_478594_1,AT2,0.928629858667618,efpA,multidrug,k141_478594,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Unclassified,AT,Antibiotic efflux
