BacMet_ID	Gene_name	Accession	Organism	Location	Compound
BAC0378	sugE	P69937	only gram -ve, Escherichia coli	Plasmid IncN p541 (Escherichia coli), Plasmid pIW759 (Salmonella typhimurium)	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0379	tbtA	Q71UZ7	Pseudomonas stutzeri (Pseudomonas perfectomarina)	Chromosome	Tributyltin (TBT) [class: Organo-tin], n-hexane [class: Alkane]
BAC0380	tbtB	Q71UZ6	Pseudomonas stutzeri (Pseudomonas perfectomarina)	Chromosome	Tributyltin (TBT) [class: Organo-tin], n-hexane [class: Alkane]
BAC0381	tbtM	Q71UZ5	Pseudomonas stutzeri	Chromosome	Tributyltin (TBT) [class: Organo-tin], n-hexane [class: Alkane]
BAC0382	tbtR	Q71UZ4	Pseudomonas stutzeriÂ 	Chromosome	Tributyltin (TBT) [class: Organo-tin], n-hexane [class: Alkane]
BAC0741	tcrA	Q3MNJ6	Enterococcus faecium	Plasmid	Copper (Cu)
BAC0383	tcrB	Q8VPE6	Enterococcus faecium (Streptococcus faecium)	Plasmid pA17sv1 (Enterococcus faecium),	Copper (Cu)
BAC0740	tcrY	Q3MNJ7	Enterococcus faecium	Plasmid	Copper (Cu)
BAC0742	tcrZ	Q3MNJ5	Enterococcus faecium	Plasmid	Copper (Cu)
BAC0384	tehA	P25396	Escherichia coli (strain K12)	Chromosome	Tellurium (Te), Proflavin [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane], Dequalinium [class: Quaternary Ammonium Compounds (QACs)], Methyl Viologen [class: Paraquat]
BAC0385	tehB	P25397	Escherichia coli (strain K12)	Chromosome	Tellurium (Te), Proflavin [class: Acridine]
BAC0386	terA	P18778	Alcaligenes sp.	Plasmid IncHI2 pMER610 (Alcaligenes sp.), Plasmid pK2044 (Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044)	Tellurium (Te)
BAC0387	terB	P18779	Alcaligenes sp.	Plasmid IncHI2 pMER610 (Alcaligenes sp.), Plasmid pPag2 (Pantoea vagans (strain C9-1) (Pantoea agglomerans (strain C9-1)))	Tellurium (Te)
BAC0388	terC	P18780	Alcaligenes sp.	Plasmid IncHI2 pMER610 (Alcaligenes sp.), Plasmid pK2044 (Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 )	Tellurium (Te)
BAC0389	terD	P18781	Alcaligenes sp.	Plasmid IncHI2 pMER610 (Alcaligenes sp.), Plasmid IncHI2 R478 (Serratia marcescens), Plasmid pK29 (Klebsiella pneumoniae)	Tellurium (Te)
BAC0390	terE	P18782	Alcaligenes sp.	Plasmid IncHI2 pMER610 (Alcaligenes sp.), Plasmid IncHI2 R478 (Serratia marcescens)	Tellurium (Te)
BAC0391	terW	P75010	Serratia marcescens subsp. Marcescens	Plasmid IncHI2 R478 (Serratia marcescens), Plasmid pK29 (Klebsiella pneumoniae), Plasmid pEC-IMP (Enterobacter cloacae)	Tellurium (Te)
BAC0392	terZ	Q52353	Serratia marcescens subsp. Marcescens	Plasmid IncHI2 R478 (Serratia marcescens), Plasmid pK29 (Klebsiella pneumoniae)	Tellurium (Te)
BAC0393	tolC	P02930	Escherichia coli (strain K12)	Chromosome	Phenol [class: Phenolic compounds], Triclosan [class: Phenolic compounds], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Taurodeoxycholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Proflavin [class: Acridine], Acriflavine [class: Acridine], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Rhodamine 6G [class: Xanthene], Tetraphenylarsonium (TPA) [class: Quaternary Ammonium Compounds (QACs)], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Plumbagin [class: Naphthoquinone]
BAC0507	tolCsm	R4ITT0	Stenotrophomonas maltophilia (strain K279a)	Chromosome	Acriflavine [class: Acridine], Carbonyl cyanide 3-chlorophenylhydrazone (CCCP) [class: Hydrazone], Crystal Violet [class: Triarylmethane], Methyl Viologen [class: Paraquat], Plumbagin [class: Naphthoquinone], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Tetrachlorosalicylanilide (TCS) [class: Salicylanilide], Menadione [class: Naphthoquinone]
BAC0394	trgA	O33548	Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides)	Chromosome	Tellurium (Te)
BAC0395	trgB	O07841	Rhodobacterales bacterium Y4I, Rhodobacter capsulatus	Chromosome	Tellurium (Te), Copper (Cu)
BAC0396	triA	Q663F0	Yersinia pseudotuberculosis serotype I (strain IP32953)	Plasmid pYptb32953 (Yersinia pseudotuberculosis serotype I (strain IP32953) ), Plasmid pCROD2 (Citrobacter rodentium (strain ICC168))	Triclosan [class: Phenolic compounds]
BAC0397	triB	Q663E9	Yersinia pseudotuberculosis serotype I (strain IP32953)	Plasmid pYptb32953 (Yersinia pseudotuberculosis serotype I (strain IP32953) ), Plasmid p29930 (Yersinia enterocolitica)	Triclosan [class: Phenolic compounds]
BAC0398	triC	Q663E8	Yersinia pseudotuberculosis serotype I (strain IP32953)	Plasmid pYptb32953 (Yersinia pseudotuberculosis serotype I (strain IP32953) ), Plasmid p29930 (Yersinia enterocolitica)	Triclosan [class: Phenolic compounds]
BAC0399	troA	P96116	Treponema pallidum (strain Nichols)	Chromosome	Zinc (Zn), Manganese (Mn), Iron (Fe)
BAC0400	troB	P96117	Treponema pallidum (strain Nichols)	Chromosome	Zinc (Zn), Manganese (Mn), Iron (Fe)
BAC0401	troC	P96118	Treponema pallidum (strain Nichols)	Chromosome	Zinc (Zn), Manganese (Mn), Iron (Fe)
BAC0402	troD	P96119	Treponema pallidum (strain Nichols)	Chromosome	Zinc (Zn), Manganese (Mn), Iron (Fe)
BAC0403	troR	P96120	Treponema pallidum (strain Nichols)	Chromosome	Zinc (Zn), Manganese (Mn), Iron (Fe)
BAC0404	ttgA	Q9WWZ9	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate], Styrene [class: Polystyrenes], m-xylene [class: Aromatic hydrocarbons], Ethylbenzene [class: Aromatic hydrocarbons], Propylbenzene [class: Aromatic hydrocarbons]
BAC0405	ttgB	O52248	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate], Styrene [class: Polystyrenes], m-xylene [class: Aromatic hydrocarbons], Ethylbenzene [class: Aromatic hydrocarbons], Propylbenzene [class: Aromatic hydrocarbons]
BAC0406	ttgC	Q9WWZ8	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate], Styrene [class: Polystyrenes], m-xylene [class: Aromatic hydrocarbons], Ethylbenzene [class: Aromatic hydrocarbons], Propylbenzene [class: Aromatic hydrocarbons]
BAC0407	ttgD	Q9KWV5	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes]
BAC0408	ttgE	Q9KWV4	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes]
BAC0409	ttgF	Q9KWV3	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes]
BAC0410	ttgG	Q93PU5	Pseudomonas putida (Arthrobacter siderocapsulatus)	Plasmid pGRT1 (Pseudomonas putida (Arthrobacter siderocapsulatus))	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes], m-xylene [class: Aromatic hydrocarbons], Ethylbenzene [class: Aromatic hydrocarbons], Propylbenzene [class: Aromatic hydrocarbons]
BAC0411	ttgH	Q93PU4	Pseudomonas putida (Arthrobacter siderocapsulatus)	Plasmid pGRT1 (Pseudomonas putida (Arthrobacter siderocapsulatus))	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes], m-xylene [class: Aromatic hydrocarbons], Ethylbenzene [class: Aromatic hydrocarbons], Propylbenzene [class: Aromatic hydrocarbons]
BAC0412	ttgI	Q93PU3	Pseudomonas putida (Arthrobacter siderocapsulatus)	Plasmid pGRT1 (Pseudomonas putida (Arthrobacter siderocapsulatus))	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes], m-xylene [class: Aromatic hydrocarbons], Ethylbenzene [class: Aromatic hydrocarbons], Propylbenzene [class: Aromatic hydrocarbons]
BAC0413	ttgR	Q9AIU0	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate], Styrene [class: Polystyrenes], m-xylene [class: Aromatic hydrocarbons], Ethylbenzene [class: Aromatic hydrocarbons], Propylbenzene [class: Aromatic hydrocarbons]
BAC0414	ttgT	E0X9D2	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes]
BAC0415	ttgV	Q93PU6	Pseudomonas putida (Arthrobacter siderocapsulatus)	Plasmid pGRT1 (Pseudomonas putida (Arthrobacter siderocapsulatus))	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes]
BAC0416	ttgW	Q93PU7	Pseudomonas putida (Arthrobacter siderocapsulatus)	Plasmid pGRT1 (Pseudomonas putida (Arthrobacter siderocapsulatus))	Toluene [class: Aromatic hydrocarbons], Styrene [class: Polystyrenes]
BAC0601	tunR	Q72FN4	Desulfovibrio vulgaris Hildenborough (strain GZ6027)	Chromosome	Tungsten (W), Molybdenum (Mo)
BAC0605	tupA	Q93KD6	Eubacterium acidaminophilum	Chromosome	Tungsten (W)
BAC0606	tupB	Q93KD5	Eubacterium acidaminophilum	Chromosome	Tungsten (W)
BAC0607	tupC	Q93KD4	Eubacterium acidaminophilum	Chromosome	Tungsten (W)
BAC0417	vcaM	Q9KKV4	Vibrio cholerae	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Acridine Orange [class: Acridine]
BAC0418	vceA	O51918	Vibrio cholerae	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0419	vceB	O51919	Vibrio cholerae	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0420	vceC	Q9KS51	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0421	vceR	Q9KS52	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0422	vcmA	Q9KRU4	Vibrio chloerae	Chromosome	Ethidium Bromide [class: Phenanthridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Hoechst 33342 [class: Bisbenzimide], Acriflavine [class: Acridine]
BAC0423	vcrM	F8RKZ1	Vibrio cholerae non-O1	Chromosome	Acriflavine [class: Acridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Hoechst 33342 [class: Bisbenzimide], Rhodamine 6G [class: Xanthene], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine]
BAC0527	vexA	Q9KVI1	Vibrio cholerae serotype O1	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Triton X-100 [class: Polyethylene glycol]
BAC0424	vexB	Q9KVI2	Vibrio cholerae serotype O1	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Triton X-100 [class: Polyethylene glycol]
BAC0528	vexC	Q9KR86	Vibrio cholerae serotype O1	Chromosome	Ethidium Bromide [class: Phenanthridine]
BAC0425	vexD	Q9KR85	Vibrio cholerae serotype O1	Chromosome	Ethidium Bromide [class: Phenanthridine]
BAC0426	vexE	A6P7H2	Vibrio cholerae 2740-80	Chromosome	Ethidium Bromide [class: Phenanthridine]
BAC0427	vexF	A6P7H3	Vibrio cholerae 2740-80	Chromosome	Ethidium Bromide [class: Phenanthridine]
BAC0509	vexH	Q9KTI8	Vibrio cholerae serotype O1	Chromosome	Triton X-100 [class: Polyethylene glycol], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid] 
BAC0428	vexK	Q9KRG9	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Triton X-100 [class: Polyethylene glycol]
BAC0429	vmeA	Q2AAU4	Vibrio parahaemolyticus	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Deoxycholate (SDC) [class: Acid]
BAC0430	vmeB	Q2AAU3	Vibrio parahaemolyticus	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Deoxycholate (SDC) [class: Acid]
BAC0510	vmeC	Q87TN0	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Rhodamine 6G [class: Xanthene], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide]
BAC0511	vmeD	Q87TN1	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Rhodamine 6G [class: Xanthene], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide]
BAC0512	vmeE	Q87R58	Vibrio parahaemolyticus RIMD2210633	Chromosome	Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Acriflavine [class: Acridine]
BAC0513	vmeF	Q87R57	Vibrio parahaemolyticus RIMD2210633	Chromosome	Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Acriflavine [class: Acridine]
BAC0517	vmeG	Q87QH3	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]
BAC0518	vmeH	Q87QH2	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]
BAC0519	vmeI	Q87QH1	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]
BAC0520	vmeJ	Q87LY5	Vibrio parahaemolyticus RIMD2210633	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene]
BAC0521	vmeK	Q87LY6	Vibrio parahaemolyticus RIMD2210633	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene]
BAC0522	vmeP	Q87IY6	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid]
BAC0523	vmeQ	Q87IY5	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid]
BAC0524	vmeT	Q87HZ9	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0525	vmeU	Q87HZ8	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0526	vmeV	Q87HZ7	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0514	vmeY	Q87GX4	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0515	vmeZ	Q87GX5	Vibrio parahaemolyticus RIMD2210633	Chromosome	Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0431	vmrA	Q93HR7	Vibrio parahaemolyticus	Chromosome	4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Acriflavine [class: Acridine], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0516	vpoC	Q87SJ8	Vibrio parahaemolyticus RIMD2210633	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid]
BAC0602	wtpA	Q8U4K5	Pyrococcus furiosus	Chromosome	Tungsten (W), Molybdenum (Mo)
BAC0603	wtpB	Q8U4K4	Pyrococcus furiosus	Chromosome	Tungsten (W), Molybdenum (Mo)
BAC0604	wtpC	Q8U4K3	Pyrococcus furiosus	Chromosome	Tungsten (W), Molybdenum (Mo)
BAC0432	ybtP	Q9R7V3	Yersinia pestis	Chromosome	Iron (Fe)
BAC0433	ybtQ	Q9Z375	Yersinia pestis	Chromosome	Iron (Fe)
BAC0434	ychH	P0AB49	Escherichia coli (strain K12)	Chromosome	Cadmium (Cd), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0556	ycnJ	C0SP95	Bacillus subtilis168	Chromosome	Copper (Cu)
BAC0557	ycnK	P94433	Bacillus subtilis 168	Chromosome	Copper (Cu)
BAC0435	yddg/emrE	D0ZXP9	Salmonella typhimurium (strain 14028s/SGSC 2262)	Chromosome	Methyl Viologen [class: Paraquat]
BAC0436	ydeI	P31130	Escherichia coli (strain K12)	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0437	ydeO	P76135	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid], Rhodamine 6G [class: Xanthene], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0438	ydeP	P77561	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0439	yfeA	Q56952	Yersinia pestis	Chromosome	Iron (Fe), Manganese (Mn)
BAC0440	yfeB	Q56953	Yersinia pestis	Chromosome	Iron (Fe), Manganese (Mn)
BAC0441	yfeC	Q56954	Yersinia pestis	Chromosome	Iron (Fe), Manganese (Mn)
BAC0442	yfeD	Q56955	Yersinia pestis	Chromosome	Iron (Fe), Manganese (Mn)
BAC0443	yfmO	O06473	Bacillus subtilis (strain 168)Â 	Chromosome	Copper (Cu)
BAC0444	yfmP	O06474	Bacillus subutilis (strain 168)	Chromosome	Copper (Cu)
BAC0445	ygiW	P0ADU5	Escherichia coli	Plasmid pMR-1 (Shewanella oneidensis (strain MR-1))	Cadmium (Cd), Tributyltin (TBT) [class: Organo-tin], Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0446	yhcN	P64614	Escherichia coli (strain K12)	Chromosome	Cadmium (Cd), Hydrogen Peroxide (H2O2) [class: Peroxides], Hydrochloric acid (HCl) [class: Acid]
BAC0541	yieF	P0AGE6	Escherichia coli K12	Chromosome	Chromium (Cr), Vanadium (V), Molybdenum (Mo), Methylene Blue [class: Thiazinium]
BAC0447	yjaA	P09162	Escherichia coli (strain K12)	Chromosome	Cadmium (Cd), Hydrogen Peroxide (H2O2) [class: Peroxides], Hydrochloric acid (HCl) [class: Acid]
BAC0448	ykkC	P49856	Bacillus subtilis (strain 168)	Chromosome	Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane], Methyl Viologen [class: Paraquat]
BAC0449	ykkD	P49857	Bacillus subtilis (strain 168)	Chromosome	Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane], Methyl Viologen [class: Paraquat]
BAC0450	ymgB/ariR	P75993	Escherichia coli (strain K12)	Plasmid pPag3 (Pantoea vagans (strain C9-1) (Pantoea agglomerans (strain C9-1)))	Hydrochloric Acid (HCl) [class: Acid], Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0451	yodD	P64519	Escherichia coli (strain K12)	Chromosome	Cadmium (Cd), Hydrogen Peroxide (H2O2) [class: Peroxides], Hydrochloric acid (HCl) [class: Acid]
BAC0452	yqjH	Q46871	Escherichia coli (strain K12)	Chromosome	Iron (Fe), Nickel (Ni)
BAC0453	zevA	P44137	Haemophilus influenzae	Chromosome	Zinc (Zn)
BAC0454	zevB	P44136	Haemophilus influenzae	Chromosome	Zinc (Zn)
BAC0455	ziaA	Q59998	Synechocystis sp. (strain PCC 6803 / Kazusa)	Chromosome	Zinc (Zn)
BAC0456	ziaR	Q55940	Synechocystis sp. (strain PCC 6803 / Kazusa)	Chromosome	Zinc (Zn)
BAC0457	zinT/yodA	P76344	Escherichia coli (strain K12)	Chromosome	Cadmium (Cd), Zinc (Zn)
BAC0458	zipB	Q7WJT8	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	Chromosome	Zinc (Zn), Cadmium (Cd)
BAC0459	zitB/ybgR	P75757	Escherichia coli (strain K12)	Chromosome	Zinc (Zn)
BAC0460	zneB/hmxB	Q1LCD7	Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)	Plasmid megaplasmid CH34 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839))	Zinc (Zn)
BAC0461	zntA/yhhO	P37617	Escherichia coli (strain K12)	Chromosome	Lead (Pb), Cadmium (Cd), Zinc (Zn)
BAC0462	zntR/yhdM	P0ACS5	Escherichia coli (strain K12)	Chromosome	Zinc (Zn)
BAC0463	znuA/yebL	P39172	Escherichia coli (strain K12)	Chromosome	Zinc (Zn)
BAC0464	znuB/yebI	P39832	Escherichia coli (strain K12)	Chromosome	Zinc (Zn)
BAC0465	znuC/yebM	P0A9X1	Escherichia coli (strain K12)	Chromosome	Zinc (Zn)
BAC0466	zraP	Q9L9I0	Salmonella typhimurium (strain LT2/SGSC1412/ATCC 700720)Â 	Chromosome	Zinc (Zn)
BAC0467	zraR/hydH	P14375	Escherichia coli (strain K12)	Chromosome	Zinc (Zn)
BAC0468	zraS/hydG	P14377	Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Lead (Pb)
BAC0469	zupT/ygiE	P0A8H3	Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Iron (Fe), Cobalt (Co), Nickel (Ni), Copper (Cu), Cadmium (Cd)
BAC0470	zur/yjbK	P0AC51	Escherichia coli (strain K12)	Chromosome	Zinc (Zn)
